City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,raduzhnyy,62.0961,77.475,-1.14,99,100,1.25,RU,1712604876
364,cuyo,10.8525,121.0086,28.1,82,100,9.58,PH,1712604991
365,lagos,6.5833,3.75,29.18,82,100,3.02,NG,1712604555
366,guarapari,-20.6667,-40.4975,27.72,78,100,3.04,BR,1712604992
367,virarajendrapet,12.2,75.8,19.84,97,4,0.13,IN,1712604992
368,umm kaddadah,13.6017,26.6876,26.74,11,97,5.95,SD,1712604897
369,mafinga,-7.25,35.0667,20.29,92,100,1.66,TZ,1712604992
370,praia,14.9215,-23.5087,23.3,68,40,10.29,CV,1712604445
371,bodaybo,57.8506,114.1933,-5.3,88,100,2.32,RU,1712604992
372,carolina beach,34.0352,-77.8936,21.03,60,0,5.7,US,1712604992
373,santana,-0.0583,-51.1817,31.1,70,40,5.14,BR,1712604952
374,horta,38.5333,-28.6333,16.8,96,75,3.58,PT,1712604820
375,port blair,11.6667,92.75,27.02,89,20,1.03,IN,1712604992
376,selfoss,63.9331,-20.9971,2.25,58,100,8.62,IS,1712604847
377,greenville,35.6127,-77.3663,21.75,36,0,3.6,US,1712604860
378,takab,36.4009,47.1133,10.35,59,10,1.49,IR,1712604993
379,bhimunipatnam,17.8833,83.4333,25.93,70,1,1.59,IN,1712604993
380,oranjemund,-28.55,16.4333,15.15,87,31,1.45,NA,1712604741
381,mount pearl,47.5166,-52.7813,-0.64,91,100,9.26,CA,1712604791
382,illapel,-31.6308,-71.1653,21.81,43,0,3.55,CL,1712604993
383,lospalos,-8.5186,127.0025,22.8,91,100,0.79,TL,1712604993
384,blackfoot,43.1905,-112.345,8.36,42,55,3.76,US,1712604993
385,kerekegyhaza,46.9372,19.4781,18.97,54,100,3.88,HU,1712604994
386,qarauyl,48.9451,79.255,10.37,76,100,9.89,KZ,1712604994
387,pont rouge,48.8833,-72.0825,13.16,47,59,5.3,CA,1712604994
388,upata,8.0086,-62.3989,36.26,22,71,3.25,VE,1712604975
389,peace river,56.2501,-117.286,12.17,32,75,9.26,CA,1712604994
390,bako,5.7833,36.5667,17.82,91,47,1.9,ET,1712604994
391,domna,51.8971,113.1573,-1.91,50,65,3.0,RU,1712604994
392,namikupa,-10.8333,39.6,22.25,98,71,0.32,TZ,1712604994
393,ninghai,29.2892,121.4247,11.05,90,100,2.7,CN,1712604994
394,petauke,-14.2426,31.3253,19.79,85,100,1.97,ZM,1712604994
395,harper,4.375,-7.7169,28.51,80,89,4.5,LR,1712604995
396,la libertad,-2.2333,-80.9,28.81,74,20,4.12,EC,1712604750
397,la paz,-16.5,-68.15,14.76,57,75,4.92,BO,1712604720
398,katabu,-4.9333,122.5167,24.31,96,96,1.39,ID,1712604995
399,jaguarari,-10.2639,-40.1958,25.51,65,97,3.79,BR,1712604995
400,tobol'sk,58.2,68.2667,3.11,77,100,4.47,RU,1712604995
401,port hedland,-20.3167,118.5667,28.03,26,75,6.17,AU,1712604995
402,ugoofaaru,5.6667,73.0,28.96,72,89,1.81,MV,1712604995
403,imranli,39.8754,38.1136,6.88,82,88,2.23,TR,1712604995
404,rudbar,30.15,62.6,28.69,13,100,4.08,AF,1712604996
405,rosarito,32.3333,-117.0333,18.13,57,0,5.57,MX,1712604606
406,lorengau,-2.0226,147.2712,27.9,80,100,3.5,PG,1712604996
407,slave lake,55.2834,-114.769,7.99,46,0,2.06,CA,1712604735
408,tondi,9.7333,79.0167,29.33,63,12,5.84,IN,1712604996
409,bel ombre,-4.6167,55.4167,26.91,89,40,1.54,SC,1712604896
410,sretensk,52.2453,117.7093,-1.9,47,93,1.39,RU,1712604996
411,iron river,46.0927,-88.6423,10.86,74,100,4.17,US,1712604996
412,gubkinskiy,64.434,76.5026,-9.07,90,100,4.51,RU,1712604997
413,portland,45.5234,-122.6762,13.49,69,100,4.63,US,1712604837
414,menongue,-14.6585,17.691,18.97,81,42,2.0,AO,1712604997
415,newberry,34.2746,-81.6187,23.03,51,0,4.21,US,1712604997
416,selah,46.654,-120.5301,13.38,47,75,3.09,US,1712604997
417,kerikeri,-35.2268,173.9474,14.39,94,100,2.25,NZ,1712604886
418,kuala belait,4.5833,114.1833,26.09,91,85,0.88,BN,1712604997
419,santa isabel,-23.3156,-46.2214,26.84,86,100,0.42,BR,1712604997
420,tionk essil,12.7856,-16.5217,31.03,50,2,6.23,SN,1712604868
421,alaghsas,17.0187,8.0168,33.07,10,100,4.7,NE,1712604863
422,sakaiminato,35.55,133.2333,12.96,94,75,7.72,JP,1712604998
423,arkhangel'sk,64.5401,40.5433,-0.94,80,100,2.0,RU,1712604893
424,hithadhoo,-0.6,73.0833,29.4,71,98,2.49,MV,1712604869
425,kuta,-8.7233,115.1723,26.97,88,20,1.03,ID,1712604998
426,brokopondo,4.75,-55.1667,33.68,47,9,6.44,SR,1712604890
427,shibetsu,43.659,145.132,6.1,99,100,1.92,JP,1712604998
428,murun-kuren,49.6342,100.1625,5.43,76,100,0.78,MN,1712604998
429,colonia,50.9333,6.95,19.98,61,69,1.8,DE,1712604718
430,terrell,32.736,-96.2753,27.14,72,100,5.58,US,1712604928
431,chadan,51.2833,91.5833,4.59,69,2,2.42,RU,1712604998
432,vengerovo,55.6848,76.7471,2.58,98,97,1.55,RU,1712604999
433,las khorey,11.1595,48.1967,28.79,71,16,3.71,SO,1712604999
434,priargunsk,50.3691,119.1012,-17.41,92,97,2.26,RU,1712604999
435,kilindoni,-7.9139,39.6668,27.1,80,99,3.46,TZ,1712604999
436,veliki preslav,43.1667,26.8167,11.95,69,1,0.43,BG,1712604999
437,kamiiso,41.8167,140.65,9.21,76,100,0.51,JP,1712604999
438,sur,22.5667,59.5289,27.86,59,16,4.67,OM,1712604999
439,luanda,-8.8368,13.2343,27.0,81,20,1.54,AO,1712604494
440,khamharia,20.9833,82.2667,21.86,69,81,1.08,IN,1712604999
441,el calafate,-50.3408,-72.2768,4.34,50,14,5.59,AR,1712604905
442,warah,27.4481,67.7978,28.49,11,83,1.37,PK,1712605000
443,reshetikha,56.2189,43.2936,11.0,93,100,2.65,RU,1712605000
444,branesti,45.0333,25.4167,12.81,65,23,1.95,RO,1712605000
445,bowen,-20.0167,148.2333,23.18,87,83,2.52,AU,1712605000
446,wynyard,-41.0,145.7167,8.28,77,4,3.03,AU,1712604748
447,forio,40.7342,13.8646,18.62,91,100,0.45,IT,1712605000
448,ancud,-41.8697,-73.8203,12.26,58,28,5.45,CL,1712604701
449,keflavik,64.0049,-22.5624,3.95,69,0,9.26,IS,1712605000
450,mabaruma,8.2,-59.7833,30.68,54,30,3.76,GY,1712605001
451,langsa,4.4683,97.9683,24.91,89,77,0.53,ID,1712605001
452,gumdag,39.2061,54.5906,16.24,68,100,2.38,TM,1712605001
453,sao miguel dos campos,-9.7811,-36.0936,30.72,71,30,3.62,BR,1712605001
454,wajir,1.7471,40.0573,28.24,72,75,4.6,KE,1712605001
455,kolonia,50.9333,6.95,19.98,61,69,1.8,DE,1712604718
456,diez,50.3667,8.0167,22.91,64,100,2.49,DE,1712605001
457,hasaki,35.7333,140.8333,17.94,98,100,9.77,JP,1712605001
458,lauro de freitas,-12.8944,-38.3272,26.01,89,100,2.06,BR,1712605002
459,khandyga,62.6667,135.6,-9.78,97,100,1.52,RU,1712605002
460,mil'kovo,55.6078,37.7956,14.08,69,100,2.12,RU,1712605002
461,dryden,49.7833,-92.7503,7.16,61,100,3.6,CA,1712604896
462,capacuaro,19.55,-102.05,18.65,46,0,4.12,MX,1712605002
463,angermunde,53.015,13.9992,20.04,68,70,2.54,DE,1712605002
464,yarmouth,41.7057,-70.2286,16.08,36,0,4.12,US,1712604731
465,manokwari,-0.8667,134.0833,25.56,85,100,0.79,ID,1712604945
466,puerto madryn,-42.7692,-65.0385,18.32,51,97,10.35,AR,1712604894
467,vila franca do campo,37.7167,-25.4333,18.27,99,100,2.29,PT,1712605002
468,gwadar,25.1216,62.3254,25.65,66,93,4.3,PK,1712605003
469,camana,-16.6228,-72.7111,22.81,82,85,3.63,PE,1712605003
470,murray,40.6669,-111.888,9.29,53,0,6.17,US,1712604714
471,el nido,11.1858,119.3956,26.79,78,100,3.73,PH,1712605003
472,sao raimundo das mangabeiras,-7.0219,-45.4811,28.71,77,74,2.1,BR,1712605003
473,viana do castelo,41.6932,-8.8329,10.65,67,6,7.14,PT,1712605003
474,betioky,-23.7167,44.3833,20.29,76,100,3.62,MG,1712605003
475,guerrero negro,27.9769,-114.0611,16.21,57,100,9.95,MX,1712604895
476,tubarjal,30.4999,38.216,21.91,23,0,2.26,SA,1712605003
477,the pas,53.8251,-101.2541,11.01,40,0,3.09,CA,1712605003
478,kyshtovka,56.555,76.6271,1.3,99,100,3.58,RU,1712604911
479,moranbah,-22.0016,148.0466,20.26,63,0,2.82,AU,1712605004
480,nova sintra,14.8667,-24.7167,23.51,75,0,6.19,CV,1712605004
481,thunder bay,48.4001,-89.3168,3.99,93,100,7.2,CA,1712604878
482,nadi,-17.8,177.4167,25.0,88,75,0.0,FJ,1712604852
483,santa elena de uairen,4.6167,-61.1333,31.8,25,9,2.41,VE,1712605004
484,great falls,47.5002,-111.3008,10.21,42,100,7.2,US,1712604780
485,litayan,7.3358,124.0347,27.84,71,100,3.71,PH,1712605004
486,port-cartier,50.0334,-66.8654,9.12,62,97,5.13,CA,1712605004
487,princeville,45.7668,-61.2985,8.51,59,0,4.63,CA,1712605004
488,savonlinna,61.8699,28.88,7.03,87,75,3.6,FI,1712605004
489,patong,7.8961,98.2966,27.08,78,71,2.25,TH,1712605005
490,katoro,-3.0203,31.8958,18.19,94,100,0.27,TZ,1712605005
491,fomboni,-12.28,43.7425,28.45,79,100,4.03,KM,1712605005
492,debre tabor,11.85,38.0167,16.55,39,92,0.99,ET,1712605005
493,kuanda,56.3161,116.0806,-6.17,96,100,1.58,RU,1712605005
494,saint-marc,19.1082,-72.6938,29.45,62,34,1.94,HT,1712605005
495,moreira sales,-24.0622,-53.0069,27.53,70,83,3.96,BR,1712605005
496,tirmiz,37.2242,67.2783,18.05,45,0,1.03,UZ,1712605005
497,pavlodar,52.3,76.95,8.89,93,100,5.0,KZ,1712605006
498,tbeng meanchey,13.8167,104.9667,30.43,48,100,2.25,KH,1712604899
499,dapa,9.7594,126.0531,25.95,82,98,2.2,PH,1712605006
500,chontalpa,17.7,-93.5167,41.05,23,2,1.67,MX,1712605006
501,ambovombe,-25.1667,46.0833,21.57,77,98,7.98,MG,1712605006
502,codrington,-38.2667,141.9667,12.84,61,100,7.53,AU,1712604825
503,baise city,23.8997,106.6133,25.19,99,100,1.12,CN,1712605006
504,shindand,33.3029,62.1474,20.62,37,100,1.78,AF,1712605006
505,walvis bay,-22.9575,14.5053,17.53,82,0,5.66,NA,1712604897
506,champerico,14.3,-91.9167,36.3,62,84,6.02,GT,1712605006
507,regina,50.4501,-104.6178,11.99,43,40,1.54,CA,1712604357
508,island harbour,50.724,-1.2758,12.34,89,78,1.79,GB,1712604850
509,tukrah,32.5341,20.5791,16.59,62,0,8.34,LY,1712605007
510,suoyarvi,62.0833,32.35,2.73,100,99,4.28,RU,1712605007
511,itapaci,-14.9508,-49.5494,26.56,83,98,1.91,BR,1712605007
512,aanekoski,62.6946,25.818,6.04,97,69,3.11,FI,1712604795
513,salalah,17.0151,54.0924,28.05,74,40,2.06,OM,1712604898
514,laojunmiao,39.8333,97.7333,6.19,17,100,2.59,CN,1712605007
515,i-n-salah,27.1935,2.4607,32.29,7,17,3.78,DZ,1712604879
516,visakhapatnam,17.69,83.2093,27.36,68,0,0.9,IN,1712605007
517,poronaysk,49.2167,143.1167,-0.54,84,91,3.84,RU,1712605008
518,prado,-17.3411,-39.2208,26.91,75,67,3.5,BR,1712605008
519,la roda,39.2167,-2.15,13.85,75,48,9.23,ES,1712605008
520,afif,23.9065,42.9172,22.8,66,100,6.38,SA,1712605008
521,heihe,50.2441,127.4902,-0.86,49,0,2.96,CN,1712605008
522,mazyr,52.0495,29.2456,13.8,71,100,3.0,BY,1712605008
523,shimoda,34.6667,138.95,16.72,97,100,9.16,JP,1712605008
524,sidrolandia,-20.9319,-54.9614,28.14,64,100,0.63,BR,1712605008
525,kailua-kona,19.6406,-155.9956,26.82,74,75,2.57,US,1712605008
526,bomdila,27.25,92.4,3.35,69,27,3.15,IN,1712605008
527,charlestown,-32.95,151.6667,17.63,94,100,0.89,AU,1712605009
528,kisanga,-7.4362,37.7034,22.62,95,99,1.27,TZ,1712605009
529,cidade velha,14.9167,-23.6167,23.26,68,40,10.29,CV,1712605009
530,ad dabbah,18.05,30.95,25.28,12,100,4.24,SD,1712605009
531,tazacorte,28.629,-17.9293,20.08,86,20,8.23,ES,1712605009
532,el rama,12.1596,-84.2195,35.31,36,62,6.42,NI,1712605009
533,wellington,-41.2866,174.7756,16.81,85,75,8.75,NZ,1712605009
534,lodja,-3.4833,23.4333,21.99,94,24,0.31,CD,1712605009
535,chui,-33.6971,-53.4616,22.27,83,58,4.06,UY,1712604872
536,ende,-8.8432,121.6623,24.24,93,100,1.41,ID,1712605009
537,pokhara,28.2333,83.9833,17.57,16,0,3.51,NP,1712605009
538,belfast,54.5833,-5.9333,7.33,94,100,3.6,GB,1712605010
539,khorixas,-20.3667,14.9667,18.02,40,1,5.1,NA,1712605010
540,antofagasta,-23.65,-70.4,19.21,79,9,3.52,CL,1712604628
541,tolanaro,-25.0319,46.9987,22.04,88,75,2.06,MG,1712605010
542,riachao,-7.3619,-46.6172,27.64,80,61,1.62,BR,1712605010
543,sandnessjoen,66.0217,12.6316,7.29,81,75,6.17,NO,1712605010
544,zwedru,6.0667,-8.1281,24.68,93,91,3.37,LR,1712605010
545,juneau,58.3019,-134.4197,4.12,93,100,8.75,US,1712604769
546,el porvenir,13.7617,-87.3458,34.63,18,78,3.59,HN,1712605011
547,tlahualilo de zaragoza,26.1167,-103.45,27.76,10,100,2.74,MX,1712605011
548,akobo,7.4344,3.9497,28.75,84,20,2.57,NG,1712605011
549,cockburn town,21.4612,-71.1419,24.62,70,66,8.82,TC,1712604854
550,beipiao,41.7919,120.7792,0.92,25,0,1.43,CN,1712605011
551,hami,42.8,93.45,13.32,24,69,1.01,CN,1712604915
552,bayanaul,50.7889,75.6956,7.83,84,100,5.07,KZ,1712605011
553,twin falls,42.3505,-114.6445,6.62,42,0,5.66,US,1712605011
